^picklistId,OptionId,minValue,maxValue,value,status,external_code,parentOptionId,en_US,pt_BR,en_DEBUG
BLOODGROUP,5688,-1.0,-1.0,-1.0,ACTIVE,"B-",-1,"B-","B-","B-"
BLOODGROUP,5689,-1.0,-1.0,-1.0,ACTIVE,"AB-",-1,"AB-","AB-","AB-"
BenGroup,6514,-1.0,-1.0,-1.0,ACTIVE,,-1,"All Benefits","Todos os Benefícios","All Benefits"
BenGroup,6515,-1.0,-1.0,-1.0,ACTIVE,,-1,"Domestic â€“ Boston","Â € domésticos ""Boston","Domestic â€“ Boston"
BenGroup,6516,-1.0,-1.0,-1.0,ACTIVE,,-1,"Domestic â€“ Omaha","Â € domésticos ""Omaha","Domestic â€“ Omaha"
BenGroup,6517,-1.0,-1.0,-1.0,ACTIVE,,-1,"Domestic â€“ RVP","Â € domésticos ""RVP","Domestic â€“ RVP"
Bgpackagename,6008,-1.0,-1.0,-1.0,ACTIVE,,-1,"US-Standard","US-Padrão","US-Standard"
CANTON_CHE,4353,-1.0,-1.0,-1.0,ACTIVE,"ZH",-1,"Zurich","Zurique","Zurich"
CANTON_CHE,4354,-1.0,-1.0,-1.0,ACTIVE,"BE",-1,"Bern","Bern","Bern"
CANTON_CHE,4355,-1.0,-1.0,-1.0,ACTIVE,"LU",-1,"Lucerne","Luzerna","Lucerne"
CANTON_CHE,4356,-1.0,-1.0,-1.0,ACTIVE,"UR",-1,"Uri","Uri","Uri"
CANTON_CHE,4357,-1.0,-1.0,-1.0,ACTIVE,"SZ",-1,"Schwyz","Schwyz","Schwyz"
CANTON_CHE,4358,-1.0,-1.0,-1.0,ACTIVE,"OW",-1,"Obwalden","Obwalden","Obwalden"
CANTON_CHE,4359,-1.0,-1.0,-1.0,ACTIVE,"NW",-1,"Nidwalden","Nidwalden","Nidwalden"
CANTON_CHE,4360,-1.0,-1.0,-1.0,ACTIVE,"GL",-1,"Glarus","Glarus","Glarus"
CANTON_CHE,4361,-1.0,-1.0,-1.0,ACTIVE,"ZG",-1,"Zug","Zug","Zug"
CANTON_CHE,4362,-1.0,-1.0,-1.0,ACTIVE,"FR",-1,"Fribourg","Fribourg","Fribourg"
CANTON_CHE,4363,-1.0,-1.0,-1.0,ACTIVE,"SO",-1,"Solothurn","Solothurn","Solothurn"
CANTON_CHE,4364,-1.0,-1.0,-1.0,ACTIVE,"BS",-1,"Basel-Stadt","Basel-Stadt","Basel-Stadt"
CANTON_CHE,4365,-1.0,-1.0,-1.0,ACTIVE,"BL",-1,"Basel-Landschaft","Basel-Landschaft","Basel-Landschaft"
CANTON_CHE,4366,-1.0,-1.0,-1.0,ACTIVE,"SH",-1,"Shaffhausen","Shaffhausen","Shaffhausen"
CANTON_CHE,4367,-1.0,-1.0,-1.0,ACTIVE,"AR",-1,"Appenzell Ausserrhodden","Appenzell Ausserrhodden","Appenzell Ausserrhodden"
CANTON_CHE,4368,-1.0,-1.0,-1.0,ACTIVE,"AN",-1,"Appenzell Innerrhodden","Appenzell Innerrhodden","Appenzell Innerrhodden"
CANTON_CHE,4369,-1.0,-1.0,-1.0,ACTIVE,"SG",-1,"St. Gallen","St. Gallen","St. Gallen"
CANTON_CHE,4370,-1.0,-1.0,-1.0,ACTIVE,"GR",-1,"GraubÃ¼nden","GraubÃ¼nden","Graubünden"
CANTON_CHE,4371,-1.0,-1.0,-1.0,ACTIVE,"AG",-1,"Aargau","Aargau","Aargau"
CANTON_CHE,4372,-1.0,-1.0,-1.0,ACTIVE,"TG",-1,"Thurgau","Thurgau","Thurgau"
CANTON_CHE,4373,-1.0,-1.0,-1.0,ACTIVE,"TI",-1,"Ticino","Ticino","Ticino"
CANTON_CHE,4374,-1.0,-1.0,-1.0,ACTIVE,"VD",-1,"Vaud","Vaud","Vaud"
CASTE_IND,5519,-1.0,-1.0,-1.0,ACTIVE,"MBC",-1,"MBC","MBC","MBC"
CASTE_IND,5520,-1.0,-1.0,-1.0,ACTIVE,"OBC",-1,"OBC","OBC","OBC"
CASTE_IND,5521,-1.0,-1.0,-1.0,ACTIVE,"SC",-1,"SC","SC","SC"
CASTE_IND,5522,-1.0,-1.0,-1.0,ACTIVE,"ST",-1,"ST","ST","ST"
CASTE_IND,5523,-1.0,-1.0,-1.0,ACTIVE,"Others",-1,"Others","Outros","Others"
CENSUSCODE_USA,4599,-1.0,-1.0,-1.0,ACTIVE,"10",-1,"10","10","10"
CENSUSCODE_USA,4600,-1.0,-1.0,-1.0,ACTIVE,"20",-1,"20","20","20"
CENSUSCODE_USA,4601,-1.0,-1.0,-1.0,ACTIVE,"30",-1,"30","30","30"
CENSUSCODE_USA,4602,-1.0,-1.0,-1.0,ACTIVE,"40",-1,"40","40","40"
CENSUSCODE_USA,4603,-1.0,-1.0,-1.0,ACTIVE,"50",-1,"50","50","50"
CENSUSCODE_USA,4604,-1.0,-1.0,-1.0,ACTIVE,"60",-1,"60","60","60"
CENSUSCODE_USA,4605,-1.0,-1.0,-1.0,ACTIVE,"100",-1,"100","100","100"
CENSUSCODE_USA,4606,-1.0,-1.0,-1.0,ACTIVE,"110",-1,"110","110","110"
CENSUSCODE_USA,4607,-1.0,-1.0,-1.0,ACTIVE,"120",-1,"120","120","120"
CENSUSCODE_USA,4608,-1.0,-1.0,-1.0,ACTIVE,"135",-1,"135","135","135"
CENSUSCODE_USA,4609,-1.0,-1.0,-1.0,ACTIVE,"136",-1,"136","136","136"
CENSUSCODE_USA,4610,-1.0,-1.0,-1.0,ACTIVE,"137",-1,"137","137","137"
CENSUSCODE_USA,4611,-1.0,-1.0,-1.0,ACTIVE,"140",-1,"140","140","140"
CENSUSCODE_USA,4612,-1.0,-1.0,-1.0,ACTIVE,"150",-1,"150","150","150"
CENSUSCODE_USA,4613,-1.0,-1.0,-1.0,ACTIVE,"160",-1,"160","160","160"
CENSUSCODE_USA,4614,-1.0,-1.0,-1.0,ACTIVE,"205",-1,"205","205","205"
CENSUSCODE_USA,4615,-1.0,-1.0,-1.0,ACTIVE,"220",-1,"220","220","220"
CENSUSCODE_USA,4616,-1.0,-1.0,-1.0,ACTIVE,"230",-1,"230","230","230"
CENSUSCODE_USA,4617,-1.0,-1.0,-1.0,ACTIVE,"300",-1,"300","300","300"
CENSUSCODE_USA,4618,-1.0,-1.0,-1.0,ACTIVE,"310",-1,"310","310","310"
CENSUSCODE_USA,4619,-1.0,-1.0,-1.0,ACTIVE,"325",-1,"325","325","325"
CENSUSCODE_USA,4620,-1.0,-1.0,-1.0,ACTIVE,"330",-1,"330","330","330"
CENSUSCODE_USA,4621,-1.0,-1.0,-1.0,ACTIVE,"340",-1,"340","340","340"
CENSUSCODE_USA,4622,-1.0,-1.0,-1.0,ACTIVE,"350",-1,"350","350","350"
CENSUSCODE_USA,4623,-1.0,-1.0,-1.0,ACTIVE,"360",-1,"360","360","360"
CENSUSCODE_USA,4624,-1.0,-1.0,-1.0,ACTIVE,"400",-1,"400","400","400"
CENSUSCODE_USA,4625,-1.0,-1.0,-1.0,ACTIVE,"410",-1,"410","410","410"
CENSUSCODE_USA,4626,-1.0,-1.0,-1.0,ACTIVE,"420",-1,"420","420","420"
CENSUSCODE_USA,4627,-1.0,-1.0,-1.0,ACTIVE,"425",-1,"425","425","425"
CENSUSCODE_USA,4628,-1.0,-1.0,-1.0,ACTIVE,"430",-1,"430","430","430"
CENSUSCODE_USA,4629,-1.0,-1.0,-1.0,ACTIVE,"500",-1,"500","500","500"
CENSUSCODE_USA,4630,-1.0,-1.0,-1.0,ACTIVE,"510",-1,"510","510","510"
CENSUSCODE_USA,4631,-1.0,-1.0,-1.0,ACTIVE,"520",-1,"520","520","520"
CENSUSCODE_USA,4632,-1.0,-1.0,-1.0,ACTIVE,"530",-1,"530","530","530"
CENSUSCODE_USA,4633,-1.0,-1.0,-1.0,ACTIVE,"540",-1,"540","540","540"
CENSUSCODE_USA,4634,-1.0,-1.0,-1.0,ACTIVE,"565",-1,"565","565","565"
CENSUSCODE_USA,4635,-1.0,-1.0,-1.0,ACTIVE,"600",-1,"600","600","600"
CENSUSCODE_USA,4636,-1.0,-1.0,-1.0,ACTIVE,"630",-1,"630","630","630"
CENSUSCODE_USA,4637,-1.0,-1.0,-1.0,ACTIVE,"640",-1,"640","640","640"
CENSUSCODE_USA,4638,-1.0,-1.0,-1.0,ACTIVE,"650",-1,"650","650","650"
CENSUSCODE_USA,4639,-1.0,-1.0,-1.0,ACTIVE,"700",-1,"700","700","700"
CENSUSCODE_USA,4640,-1.0,-1.0,-1.0,ACTIVE,"710",-1,"710","710","710"
CENSUSCODE_USA,4641,-1.0,-1.0,-1.0,ACTIVE,"725",-1,"725","725","725"
CENSUSCODE_USA,4642,-1.0,-1.0,-1.0,ACTIVE,"726",-1,"726","726","726"
CENSUSCODE_USA,4643,-1.0,-1.0,-1.0,ACTIVE,"735",-1,"735","735","735"
CENSUSCODE_USA,4644,-1.0,-1.0,-1.0,ACTIVE,"740",-1,"740","740","740"
CENSUSCODE_USA,4645,-1.0,-1.0,-1.0,ACTIVE,"800",-1,"800","800","800"
CENSUSCODE_USA,4646,-1.0,-1.0,-1.0,ACTIVE,"810",-1,"810","810","810"
CENSUSCODE_USA,4647,-1.0,-1.0,-1.0,ACTIVE,"820",-1,"820","820","820"
CENSUSCODE_USA,4648,-1.0,-1.0,-1.0,ACTIVE,"830",-1,"830","830","830"
CENSUSCODE_USA,4649,-1.0,-1.0,-1.0,ACTIVE,"840",-1,"840","840","840"
CENSUSCODE_USA,4650,-1.0,-1.0,-1.0,ACTIVE,"850",-1,"850","850","850"
CENSUSCODE_USA,4651,-1.0,-1.0,-1.0,ACTIVE,"860",-1,"860","860","860"
CENSUSCODE_USA,4652,-1.0,-1.0,-1.0,ACTIVE,"900",-1,"900","900","900"
CENSUSCODE_USA,4653,-1.0,-1.0,-1.0,ACTIVE,"910",-1,"910","910","910"
CENSUSCODE_USA,4654,-1.0,-1.0,-1.0,ACTIVE,"930",-1,"930","930","930"
CENSUSCODE_USA,4655,-1.0,-1.0,-1.0,ACTIVE,"940",-1,"940","940","940"
CENSUSCODE_USA,4656,-1.0,-1.0,-1.0,ACTIVE,"950",-1,"950","950","950"
CENSUSCODE_USA,4657,-1.0,-1.0,-1.0,ACTIVE,"1005",-1,"1005","1005","1005"
CENSUSCODE_USA,4658,-1.0,-1.0,-1.0,ACTIVE,"1006",-1,"1006","1006","1006"
CENSUSCODE_USA,4659,-1.0,-1.0,-1.0,ACTIVE,"1007",-1,"1007","1007","1007"
CENSUSCODE_USA,4660,-1.0,-1.0,-1.0,ACTIVE,"1010",-1,"1010","1010","1010"
CENSUSCODE_USA,4661,-1.0,-1.0,-1.0,ACTIVE,"1020",-1,"1020","1020","1020"
CENSUSCODE_USA,4662,-1.0,-1.0,-1.0,ACTIVE,"1030",-1,"1030","1030","1030"
CENSUSCODE_USA,4663,-1.0,-1.0,-1.0,ACTIVE,"1050",-1,"1050","1050","1050"
CENSUSCODE_USA,4664,-1.0,-1.0,-1.0,ACTIVE,"1060",-1,"1060","1060","1060"
CENSUSCODE_USA,4665,-1.0,-1.0,-1.0,ACTIVE,"1105",-1,"1105","1105","1105"
CENSUSCODE_USA,4666,-1.0,-1.0,-1.0,ACTIVE,"1106",-1,"1106","1106","1106"
CENSUSCODE_USA,4667,-1.0,-1.0,-1.0,ACTIVE,"1107",-1,"1107","1107","1107"
CENSUSCODE_USA,4668,-1.0,-1.0,-1.0,ACTIVE,"1200",-1,"1200","1200","1200"
CENSUSCODE_USA,4669,-1.0,-1.0,-1.0,ACTIVE,"1210",-1,"1210","1210","1210"
CENSUSCODE_USA,4670,-1.0,-1.0,-1.0,ACTIVE,"1220",-1,"1220","1220","1220"
CENSUSCODE_USA,4671,-1.0,-1.0,-1.0,ACTIVE,"1230",-1,"1230","1230","1230"
CENSUSCODE_USA,4672,-1.0,-1.0,-1.0,ACTIVE,"1240",-1,"1240","1240","1240"
CENSUSCODE_USA,4673,-1.0,-1.0,-1.0,ACTIVE,"1300",-1,"1300","1300","1300"
CENSUSCODE_USA,4674,-1.0,-1.0,-1.0,ACTIVE,"1310",-1,"1310","1310","1310"
CENSUSCODE_USA,4675,-1.0,-1.0,-1.0,ACTIVE,"1320",-1,"1320","1320","1320"
CENSUSCODE_USA,4676,-1.0,-1.0,-1.0,ACTIVE,"1330",-1,"1330","1330","1330"
CENSUSCODE_USA,4677,-1.0,-1.0,-1.0,ACTIVE,"1340",-1,"1340","1340","1340"
CENSUSCODE_USA,4678,-1.0,-1.0,-1.0,ACTIVE,"1350",-1,"1350","1350","1350"
CENSUSCODE_USA,4679,-1.0,-1.0,-1.0,ACTIVE,"1360",-1,"1360","1360","1360"
CENSUSCODE_USA,4680,-1.0,-1.0,-1.0,ACTIVE,"1400",-1,"1400","1400","1400"
CENSUSCODE_USA,4681,-1.0,-1.0,-1.0,ACTIVE,"1410",-1,"1410","1410","1410"
CENSUSCODE_USA,4682,-1.0,-1.0,-1.0,ACTIVE,"1420",-1,"1420","1420","1420"
CENSUSCODE_USA,4683,-1.0,-1.0,-1.0,ACTIVE,"1430",-1,"1430","1430","1430"
CENSUSCODE_USA,4684,-1.0,-1.0,-1.0,ACTIVE,"1440",-1,"1440","1440","1440"
CENSUSCODE_USA,4685,-1.0,-1.0,-1.0,ACTIVE,"1450",-1,"1450","1450","1450"
CENSUSCODE_USA,4686,-1.0,-1.0,-1.0,ACTIVE,"1460",-1,"1460","1460","1460"
CENSUSCODE_USA,4687,-1.0,-1.0,-1.0,ACTIVE,"1500",-1,"1500","1500","1500"
CENSUSCODE_USA,4688,-1.0,-1.0,-1.0,ACTIVE,"1510",-1,"1510","1510","1510"
CENSUSCODE_USA,4689,-1.0,-1.0,-1.0,ACTIVE,"1520",-1,"1520","1520","1520"
CENSUSCODE_USA,4690,-1.0,-1.0,-1.0,ACTIVE,"1530",-1,"1530","1530","1530"
CENSUSCODE_USA,4691,-1.0,-1.0,-1.0,ACTIVE,"1540",-1,"1540","1540","1540"
CENSUSCODE_USA,4692,-1.0,-1.0,-1.0,ACTIVE,"1550",-1,"1550","1550","1550"
CENSUSCODE_USA,4693,-1.0,-1.0,-1.0,ACTIVE,"1560",-1,"1560","1560","1560"
CENSUSCODE_USA,4694,-1.0,-1.0,-1.0,ACTIVE,"1600",-1,"1600","1600","1600"
CENSUSCODE_USA,4695,-1.0,-1.0,-1.0,ACTIVE,"1610",-1,"1610","1610","1610"
CENSUSCODE_USA,4696,-1.0,-1.0,-1.0,ACTIVE,"1640",-1,"1640","1640","1640"
CENSUSCODE_USA,4697,-1.0,-1.0,-1.0,ACTIVE,"1650",-1,"1650","1650","1650"
CENSUSCODE_USA,4698,-1.0,-1.0,-1.0,ACTIVE,"1660",-1,"1660","1660","1660"
CENSUSCODE_USA,4699,-1.0,-1.0,-1.0,ACTIVE,"1700",-1,"1700","1700","1700"
CENSUSCODE_USA,4700,-1.0,-1.0,-1.0,ACTIVE,"1710",-1,"1710","1710","1710"
CENSUSCODE_USA,4701,-1.0,-1.0,-1.0,ACTIVE,"1720",-1,"1720","1720","1720"
CENSUSCODE_USA,4702,-1.0,-1.0,-1.0,ACTIVE,"1740",-1,"1740","1740","1740"
CENSUSCODE_USA,4703,-1.0,-1.0,-1.0,ACTIVE,"1760",-1,"1760","1760","1760"
CENSUSCODE_USA,4704,-1.0,-1.0,-1.0,ACTIVE,"1800",-1,"1800","1800","1800"
CENSUSCODE_USA,4705,-1.0,-1.0,-1.0,ACTIVE,"1815",-1,"1815","1815","1815"
CENSUSCODE_USA,4706,-1.0,-1.0,-1.0,ACTIVE,"1820",-1,"1820","1820","1820"
CENSUSCODE_USA,4707,-1.0,-1.0,-1.0,ACTIVE,"1830",-1,"1830","1830","1830"
CENSUSCODE_USA,4708,-1.0,-1.0,-1.0,ACTIVE,"1840",-1,"1840","1840","1840"
CENSUSCODE_USA,4709,-1.0,-1.0,-1.0,ACTIVE,"1860",-1,"1860","1860","1860"
CENSUSCODE_USA,4710,-1.0,-1.0,-1.0,ACTIVE,"1900",-1,"1900","1900","1900"
CENSUSCODE_USA,4711,-1.0,-1.0,-1.0,ACTIVE,"1910",-1,"1910","1910","1910"
CENSUSCODE_USA,4712,-1.0,-1.0,-1.0,ACTIVE,"1920",-1,"1920","1920","1920"
CENSUSCODE_USA,4713,-1.0,-1.0,-1.0,ACTIVE,"1930",-1,"1930","1930","1930"
CENSUSCODE_USA,4714,-1.0,-1.0,-1.0,ACTIVE,"1940",-1,"1940","1940","1940"
CENSUSCODE_USA,4715,-1.0,-1.0,-1.0,ACTIVE,"1950",-1,"1950","1950","1950"
CENSUSCODE_USA,4716,-1.0,-1.0,-1.0,ACTIVE,"1965",-1,"1965","1965","1965"
CENSUSCODE_USA,4717,-1.0,-1.0,-1.0,ACTIVE,"2000",-1,"2000","2000","2000"
CENSUSCODE_USA,4718,-1.0,-1.0,-1.0,ACTIVE,"2010",-1,"2010","2010","2010"
CENSUSCODE_USA,4719,-1.0,-1.0,-1.0,ACTIVE,"2015",-1,"2015","2015","2015"
CENSUSCODE_USA,4720,-1.0,-1.0,-1.0,ACTIVE,"2016",-1,"2016","2016","2016"
CENSUSCODE_USA,4721,-1.0,-1.0,-1.0,ACTIVE,"2025",-1,"2025","2025","2025"
CENSUSCODE_USA,4722,-1.0,-1.0,-1.0,ACTIVE,"2040",-1,"2040","2040","2040"
CENSUSCODE_USA,4723,-1.0,-1.0,-1.0,ACTIVE,"2050",-1,"2050","2050","2050"
CENSUSCODE_USA,4724,-1.0,-1.0,-1.0,ACTIVE,"2060",-1,"2060","2060","2060"
CENSUSCODE_USA,4725,-1.0,-1.0,-1.0,ACTIVE,"2100",-1,"2100","2100","2100"
CENSUSCODE_USA,4726,-1.0,-1.0,-1.0,ACTIVE,"2105",-1,"2105","2105","2105"
CENSUSCODE_USA,4727,-1.0,-1.0,-1.0,ACTIVE,"2110",-1,"2110","2110","2110"
CENSUSCODE_USA,4728,-1.0,-1.0,-1.0,ACTIVE,"2145",-1,"2145","2145","2145"
CENSUSCODE_USA,4729,-1.0,-1.0,-1.0,ACTIVE,"2160",-1,"2160","2160","2160"
CENSUSCODE_USA,4730,-1.0,-1.0,-1.0,ACTIVE,"2200",-1,"2200","2200","2200"
CENSUSCODE_USA,4731,-1.0,-1.0,-1.0,ACTIVE,"2300",-1,"2300","2300","2300"
CENSUSCODE_USA,4732,-1.0,-1.0,-1.0,ACTIVE,"2310",-1,"2310","2310","2310"
CENSUSCODE_USA,4733,-1.0,-1.0,-1.0,ACTIVE,"2320",-1,"2320","2320","2320"
CENSUSCODE_USA,4734,-1.0,-1.0,-1.0,ACTIVE,"2330",-1,"2330","2330","2330"
CENSUSCODE_USA,4735,-1.0,-1.0,-1.0,ACTIVE,"2340",-1,"2340","2340","2340"
CENSUSCODE_USA,4736,-1.0,-1.0,-1.0,ACTIVE,"2400",-1,"2400","2400","2400"
CENSUSCODE_USA,4737,-1.0,-1.0,-1.0,ACTIVE,"2430",-1,"2430","2430","2430"
CENSUSCODE_USA,4738,-1.0,-1.0,-1.0,ACTIVE,"2440",-1,"2440","2440","2440"
CENSUSCODE_USA,4739,-1.0,-1.0,-1.0,ACTIVE,"2540",-1,"2540","2540","2540"
CENSUSCODE_USA,4740,-1.0,-1.0,-1.0,ACTIVE,"2550",-1,"2550","2550","2550"
CENSUSCODE_USA,4741,-1.0,-1.0,-1.0,ACTIVE,"2600",-1,"2600","2600","2600"
CENSUSCODE_USA,4742,-1.0,-1.0,-1.0,ACTIVE,"2630",-1,"2630","2630","2630"
CENSUSCODE_USA,4743,-1.0,-1.0,-1.0,ACTIVE,"2700",-1,"2700","2700","2700"
CENSUSCODE_USA,4744,-1.0,-1.0,-1.0,ACTIVE,"2710",-1,"2710","2710","2710"
CENSUSCODE_USA,4745,-1.0,-1.0,-1.0,ACTIVE,"2720",-1,"2720","2720","2720"
CENSUSCODE_USA,4746,-1.0,-1.0,-1.0,ACTIVE,"2740",-1,"2740","2740","2740"
CENSUSCODE_USA,4747,-1.0,-1.0,-1.0,ACTIVE,"2750",-1,"2750","2750","2750"
CENSUSCODE_USA,4748,-1.0,-1.0,-1.0,ACTIVE,"2760",-1,"2760","2760","2760"
CENSUSCODE_USA,4749,-1.0,-1.0,-1.0,ACTIVE,"2800",-1,"2800","2800","2800"
CENSUSCODE_USA,4750,-1.0,-1.0,-1.0,ACTIVE,"2810",-1,"2810","2810","2810"
CENSUSCODE_USA,4751,-1.0,-1.0,-1.0,ACTIVE,"2825",-1,"2825","2825","2825"
CENSUSCODE_USA,4752,-1.0,-1.0,-1.0,ACTIVE,"2830",-1,"2830","2830","2830"
CENSUSCODE_USA,4753,-1.0,-1.0,-1.0,ACTIVE,"2840",-1,"2840","2840","2840"
CENSUSCODE_USA,4754,-1.0,-1.0,-1.0,ACTIVE,"2850",-1,"2850","2850","2850"
CENSUSCODE_USA,4755,-1.0,-1.0,-1.0,ACTIVE,"2860",-1,"2860","2860","2860"
CENSUSCODE_USA,4756,-1.0,-1.0,-1.0,ACTIVE,"2900",-1,"2900","2900","2900"
CENSUSCODE_USA,4757,-1.0,-1.0,-1.0,ACTIVE,"2910",-1,"2910","2910","2910"
CENSUSCODE_USA,4758,-1.0,-1.0,-1.0,ACTIVE,"2920",-1,"2920","2920","2920"
CENSUSCODE_USA,4759,-1.0,-1.0,-1.0,ACTIVE,"2960",-1,"2960","2960","2960"
CENSUSCODE_USA,4760,-1.0,-1.0,-1.0,ACTIVE,"3000",-1,"3000","3000","3000"
CENSUSCODE_USA,4761,-1.0,-1.0,-1.0,ACTIVE,"3010",-1,"3010","3010","3010"
CENSUSCODE_USA,4762,-1.0,-1.0,-1.0,ACTIVE,"3030",-1,"3030","3030","3030"
CENSUSCODE_USA,4763,-1.0,-1.0,-1.0,ACTIVE,"3040",-1,"3040","3040","3040"
CENSUSCODE_USA,4764,-1.0,-1.0,-1.0,ACTIVE,"3050",-1,"3050","3050","3050"
CENSUSCODE_USA,4765,-1.0,-1.0,-1.0,ACTIVE,"3060",-1,"3060","3060","3060"
CENSUSCODE_USA,4766,-1.0,-1.0,-1.0,ACTIVE,"3110",-1,"3110","3110","3110"
CENSUSCODE_USA,4767,-1.0,-1.0,-1.0,ACTIVE,"3120",-1,"3120","3120","3120"
CENSUSCODE_USA,4768,-1.0,-1.0,-1.0,ACTIVE,"3140",-1,"3140","3140","3140"
CENSUSCODE_USA,4769,-1.0,-1.0,-1.0,ACTIVE,"3150",-1,"3150","3150","3150"
CENSUSCODE_USA,4770,-1.0,-1.0,-1.0,ACTIVE,"3160",-1,"3160","3160","3160"
CENSUSCODE_USA,4771,-1.0,-1.0,-1.0,ACTIVE,"3200",-1,"3200","3200","3200"
CENSUSCODE_USA,4772,-1.0,-1.0,-1.0,ACTIVE,"3210",-1,"3210","3210","3210"
CENSUSCODE_USA,4773,-1.0,-1.0,-1.0,ACTIVE,"3220",-1,"3220","3220","3220"
CENSUSCODE_USA,4774,-1.0,-1.0,-1.0,ACTIVE,"3230",-1,"3230","3230","3230"
CENSUSCODE_USA,4775,-1.0,-1.0,-1.0,ACTIVE,"3235",-1,"3235","3235","3235"
CENSUSCODE_USA,4776,-1.0,-1.0,-1.0,ACTIVE,"3245",-1,"3245","3245","3245"
CENSUSCODE_USA,4777,-1.0,-1.0,-1.0,ACTIVE,"3250",-1,"3250","3250","3250"
CENSUSCODE_USA,4778,-1.0,-1.0,-1.0,ACTIVE,"3255",-1,"3255","3255","3255"
CENSUSCODE_USA,4779,-1.0,-1.0,-1.0,ACTIVE,"3256",-1,"3256","3256","3256"
CENSUSCODE_USA,4780,-1.0,-1.0,-1.0,ACTIVE,"3257",-1,"3257","3257","3257"
CENSUSCODE_USA,4781,-1.0,-1.0,-1.0,ACTIVE,"3258",-1,"3258","3258","3258"
CENSUSCODE_USA,4782,-1.0,-1.0,-1.0,ACTIVE,"3260",-1,"3260","3260","3260"
CENSUSCODE_USA,4783,-1.0,-1.0,-1.0,ACTIVE,"3300",-1,"3300","3300","3300"
CENSUSCODE_USA,4784,-1.0,-1.0,-1.0,ACTIVE,"3310",-1,"3310","3310","3310"
CENSUSCODE_USA,4785,-1.0,-1.0,-1.0,ACTIVE,"3320",-1,"3320","3320","3320"
