^picklistId,OptionId,minValue,maxValue,value,status,external_code,parentOptionId,en_US,pt_BR,en_DEBUG
major,1003,0,0,0,DELETED,null,-1,Liberal Arts,Humanidades,Liberal Arts
major,1004,0,0,0,DELETED,null,-1,Linguistics,LinguÃ­stica,Linguistics
major,1005,0,0,0,DELETED,null,-1,Literature,Literatura,Literature
major,1006,0,0,0,DELETED,null,-1,Management,GestÃ£o,Management
major,1007,0,0,0,DELETED,null,-1,Marketing,Marketing,Marketing
major,1008,0,0,0,DELETED,null,-1,Mathematics,MatemÃ¡tica,Mathematics
major,1009,0,0,0,DELETED,null,-1,Mechanical Engineering,Engenharia MecÃ¢nica,Mechanical Engineering
major,1010,0,0,0,DELETED,null,-1,Media,MÃ­dia,Media
major,1011,0,0,0,DELETED,null,-1,Music,MÃºsica,Music
major,1012,0,0,0,DELETED,null,-1,Nursing,Enfermagem,Nursing
major,1013,0,0,0,DELETED,null,-1,Organization Development,Desenvolvimento Organizacional,Organization Development
major,1014,0,0,0,DELETED,null,-1,Other,De outros,Other
major,1015,0,0,0,DELETED,null,-1,Other Technology,Outras Tecnologias,Other Technology
major,1016,0,0,0,DELETED,null,-1,Pharmacy,FarmÃƒÆ’?Ãƒâ€šÃ‚Â¡cia,Pharmacy
major,1017,0,0,0,DELETED,null,-1,Philosophy,Filosofia,Philosophy
major,1018,0,0,0,DELETED,null,-1,Physics,FÃ­sica,Physics
major,1019,0,0,0,DELETED,null,-1,Political Science,CiÃªncia PolÃ­tica,Political Science
major,1020,0,0,0,DELETED,null,-1,Psychology,Psicologia,Psychology
major,1021,0,0,0,DELETED,null,-1,Public Relations,RelaÃ§Ãµes pÃºblicas,Public Relations
major,1022,0,0,0,DELETED,null,-1,Religion,ReligiÃ£o,Religion
major,1023,0,0,0,DELETED,null,-1,Science,CiÃªncia,Science
major,1024,0,0,0,DELETED,null,-1,Sociology,Sociologia,Sociology
major,1025,0,0,0,DELETED,null,-1,Statistics,EstatÃ­sticas,Statistics
major,1026,0,0,0,DELETED,null,-1,Theatre,Teatro,Theatre
major,1027,0,0,0,DELETED,null,-1,Visual Arts,Artes visuais,Visual Arts
